"","ags","wahlberechtigte","waehler","ungueltig","gueltig","parteien_ges","partei_cdu","partei_spd","partei_gruene","partei_fdp","partei_linke","partei_rep","partei_odp","partei_dkp","partei_afd","partei_big","partei_partei","partei_einheit","partei_graue","partei_npd","partei_piraten","partei_cdu.fdp","partei_spd.gruene","wv_cdu","wv_spd","wv_fdp","wv_gruene","wv_linke","wv_odp","wv_partei","wv_agp","wv_spd.gruene","wv_allg","wv_ju","wv_grli","wv_lili","wv_frli","wv_einzel","Gemeindename","lon","lat"
"114","08118010","5602","2935","45","48575","48575","None","9184","7887","None","None","None","None","None","None","None","None","None","None","None","None","None","None","16108","None","None","None","None","None","None","None","None","15396","None","None","None","None","None","Bönnigheim, Stadt",9.096169,49.04084
"115","08118011","18764","10051","231","233335","233335","76481","41765","32655","7353","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","75081","None","None","None","None","None","Ditzingen, Stadt",9.068779,48.827632
"116","08118012","5133","2904","51","47571","47571","19336","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11072","None","None","None","None","None","None","None","17163","None","None","None","None","None","Eberdingen",8.964232,48.880949
"117","08118014","3849","2287","35","29821","29821","8789","7234","5970","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7828","None","None","None","None","None","Erdmannhausen",9.296924,48.941641
"118","08118015","2191","1203","34","13369","13369","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13369","None","None","None","None","None","Erligheim",9.097291,49.021504
"119","08118016","1947","1175","18","13430","13430","5182","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","2678","None","None","None","None","None","None","None","5570","None","None","None","None","None","Freudental",9.059852,49.009612
"120","08118018","3085","1502","22","19647","19647","6363","3967","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9317","None","None","None","None","None","Gemmrigheim",9.154976,49.027251
"121","08118019","14997","8558","118","176054","176054","52764","24988","25122","11809","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","61371","None","None","None","None","None","Gerlingen, Stadt",9.062047,48.800587
"122","08118021","6389","3612","48","59616","59616","14851","9738","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","35027","None","None","None","None","None","Großbottwar, Stadt",9.292335,48.999692
"123","08118027","5783","3142","50","52071","52071","20575","11969","None","2546","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","16981","None","None","None","None","None","Hemmingen",9.032461,48.865398
"124","08118028","1760","1008","32","9471","9471","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9471","None","None","None","None","None","Hessigheim",9.187949,48.992263
"125","08118040","4035","1787","34","22656","22656","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5766","None","None","None","None","None","None","None","None","16890","None","None","None","None","None","Kirchheim am Neckar",9.145033,49.044258
"126","08118046","24036","10895","264","248422","248422","85077","63569","40135","11086","12197","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","36358","None","None","None","None","None","Kornwestheim, Stadt",9.18586,48.86536
"127","08118047","4478","2441","41","31671","31671","12614","7981","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11076","None","None","None","None","None","Löchgau",9.104298,49.002413
"128","08118048","66952","29872","606","1045644","1045644","279440","193638","207719","62558","54349","18653","None","None","None","None","None","None","6960","None","None","None","None","None","None","None","None","None","None","None","None","None","222327","None","None","None","None","None","Ludwigsburg, Stadt",9.194347,48.889441
"129","08118049","11778","6424","283","123297","123297","30181","36971","20151","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","35994","None","None","None","None","None","Marbach am Neckar, Stadt",9.259828,48.939832
"130","08118050","11356","5208","172","97154","97154","26443","23146","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","33965","None","13600","None","None","None","Markgröningen, Stadt",9.081072,48.905178
"131","08118051","8388","4004","96","79254","79254","None","24098","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","25586","None","None","None","None","None","None","None","None","17221","None","12349","None","None","None","Möglingen",9.126384,48.887185
"132","08118053","2626","1569","20","17682","17682","1440","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","16242","None","None","None","None","None","Mundelsheim",9.206537,49.001061
"133","08118054","4905","2816","43","37038","37038","10456","8709","4113","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13760","None","None","None","None","None","Murr",9.259995,48.962627
"134","08118059","2617","1477","21","16355","16355","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11464","None","None","None","4891","None","Oberriexingen, Stadt",9.029526,48.927122
"135","08118060","6031","3342","142","51656","51656","17863","13435","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20358","None","None","None","None","None","Oberstenfeld",9.321661,49.024346
"136","08118063","4789","2382","36","30789","30789","8388","4301","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14485","None","3615","None","None","None","Pleidelsheim",9.205009,48.95908
"137","08118067","8911","4654","65","76838","76838","16117","10310","6874","9818","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","33719","None","None","None","None","None","Schwieberdingen",9.073065,48.876494
"138","08118068","4170","2252","41","29317","29317","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7567","6244","None","None","None","None","None","None","None","15506","None","None","None","None","None","Sersheim",9.01213,48.961021
"139","08118070","9637","5093","229","91499","91499","35111","23346","15892","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17150","None","None","None","None","None","Steinheim an der Murr, Stadt",9.278099,48.965777
"140","08118071","10358","5257","85","87506","87506","21363","16351","12668","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","37124","None","None","None","None","None","Tamm",9.124571,48.921758
"141","08118073","22003","12133","289","295524","295524","67884","49257","45875","30653","10340","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","91515","None","None","None","None","None","Vaihingen an der Enz, Stadt",8.960417,48.933224
"142","08118074","2539","1352","45","14771","14771","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14771","None","None","None","None","None","Walheim",9.151302,49.011891
